state,level_1,level_2,level_3,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Maranhão,1. Garimpo,1.1 Metálicas,1.1.01 Ouro,"210,805232","210,805232","210,805232","211,5198478","210,8053176","210,1799953","210,1800212","210,2693455","210,2693553","209,55475","204,5524168","203,3018062","204,1950786","253,1460336","252,0742815","255,558065","253,2356442","251,1811296","252,6996664","255,1115652","254,3969871","254,1290094","257,9697996","269,3134512","278,1563712","279,5857439","278,2461131","279,496694","304,4188455","357,5664044","381,5951635","417,5938925","540,3285685","640,2850968","843,3236269","1034,213606","1030,015272"
Maranhão,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"299,7815609","312,4623743","395,6616671","409,9681537","504,5445455","496,2474884","539,5842825","546,0152568","557,2632601","576,16458","653,2347891","703,635291","724,3387758","758,863456","646,1054973","802,3166077","862,7394639","922,2361085","998,2786209","1098,830638","1199,322544","1171,325929","1264,398793","1328,637331","1379,668842","1498,383473","1513,662375","1601,67073","1649,700483","1720,172651","1762,670014","1868,905878","1947,770869","1973,398515","2041,40846","2065,583988","2071,024591"
Mato Grosso,2. Industrial,2.2 Metálicas,2.2.10 Magnésio,"0,1731246033","0,1731246033","0,1731246033","0,1731246033","0,1731246033","0,1731246033","0,1731246033","0,1731246033","0,1731246033","0,1731246033","0,259686853","0,259686853","0,1731246033","0,259686438","24,67007361","27,00721191","27,00720776","29,60407806","31,94125641","30,38313467","29,2578246","27,78626583","28,82501522","28,82501937","30,21001432","29,95032612","30,38315297","34,53818071","36,52914477","39,73198176","40,42449201","38,69322906","37,30821195","38,00071337","38,34697016","37,91414468","39,03946763"
Mato Grosso,2. Industrial,2.2 Metálicas,2.2.14 Ouro,"644,9685714","756,499813","922,7400442","1071,111269","1189,640261","1262,055053","1402,450623","1467,480892","1516,982367","1565,940435","1609,733798","1659,607419","1713,606218","1858,528852","1863,095804","1899,616767","1952,30378","2033,787229","2148,159368","2252,588268","2400,992867","2519,409997","2675,927963","2770,498659","2760,247791","2868,815619","3011,90876","3150,558411","3251,879848","3347,685388","3465,0922","3531,166425","3600,479225","3692,533571","3786,440979","3847,570212","3828,687386"
Mato Grosso,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,,,,,,,,,,,,,"9,487735675","10,54192913","11,42042307","11,15687504","11,15687504","11,06902528","11,06902528","11,06902528","11,06902528","11,06902528","11,06902528","11,15687504","11,15687504","11,15687504","11,15687504","11,15687504","11,15687504","11,15687504","11,15687504","11,24472394","11,24472394","11,59612019","11,6839691","11,6839691","11,6839691"
Mato Grosso,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"102,7090046","117,436203","131,0141444","140,1723199","147,0995659","152,9860907","158,6156578","165,8899695","171,1714996","173,6822141","181,6539236","184,5992421","193,6127993","204,7838557","215,6018463","217,8546282","219,7605263","238,2624568","315,4770453","344,6736406","355,6779975","363,650941","374,2804793","383,3758755","390,3892528","408,3937342","421,9822282","434,5368128","447,6122911","453,9382891","459,3057652","471,1757837","485,5513917","502,1809841","517,5978479","530,9508948","529,5641477"
Mato Grosso,2. Industrial,2.4 Não Identificado,Não Identificado,"2,080314417","3,207153394","3,293832581","3,380511359","3,467190442","3,467190442","3,467190442","3,467190442","3,467190442","3,467190442","3,467190442","5,634160358","5,807518427","8,581238678","13,69532352","14,30208047","14,21540149","15,08218948","18,11597626","18,63605525","18,72273372","19,15613423","19,7628998","19,8495791","20,19629534","23,57676849","24,61691019","24,96362317","25,31033748","25,31033748","25,31033657","26,00376793","26,26380223","27,39062465","29,73095037","30,25101858","30,16433929"
Mato Grosso,1. Garimpo,1.1 Metálicas,1.1.02 Estanho,"523,5741135","589,5924164","650,5818298","701,2424826","747,5775111","742,723163","764,7888185","761,8762811","777,4103786","788,2664122","811,479558","803,5357535","818,5405011","812,5384994","821,0118593","846,4306866","851,9028496","858,7878595","862,3182115","889,1506421","909,274678","935,6652647","958,8793081","1016,427931","1037,25813","1059,14703","1093,569397","1106,102716","1112,01618","1106,632173","1117,400316","1126,050014","1132,934509","1137,612269","1138,494344","1160,02999","1145,643199"
Mato Grosso,1. Garimpo,1.1 Metálicas,1.1.01 Ouro,"6094,625714","8035,457097","12087,78342","15909,4963","21697,53058","25809,49378","27614,86749","30182,00347","30776,69137","31189,96942","32066,68912","32546,83547","33603,43488","34196,63309","35350,08707","36803,06092","37581,49937","37849,10844","38235,31835","38608,66793","39086,426","39176,56636","39775,96934","39994,65333","40501,90283","41235,59765","42274,76271","43794,27503","45620,89316","46823,97861","48222,97085","49666,02536","51334,63141","52787,73414","54657,52899","55947,5322","56796,02108"
Mato Grosso,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,,,,,,,,,,,,,,,,,"6,941599078","7,029466626","6,853729071","6,85372785","7,380932849","9,050449835","9,314057837","10,45635596","10,71996129","11,42290582","10,80782937","12,38945762","12,0379845","12,56519417","12,38945662","11,77438246","11,68651392","12,56520091","13,61961665","13,88322198","13,79535367"
Mato Grosso,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.01 Pedras preciosas,"48,12589875","68,02484226","81,17541331","210,9233544","438,2507834","671,7845389","781,00995","721,2246429","610,5894468","563,9521852","584,7220509","554,6550747","548,080446","551,938648","1033,930236","1303,840848","1407,889362","1485,820813","1534,821464","1600,03901","1665,432749","1679,718942","1673,321554","1679,893833","1682,435812","1680,5073","1679,455639","1678,929894","1678,491704","1677,00177","1675,24856","1672,706823","1673,671549","1675,512053","1675,073454","1673,670982","1669,374588"
Mato Grosso do Sul,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"36,72609178","41,00658486","81,19505211","103,6755209","124,4621979","126,8980173","132,2850149","147,636086","154,2581479","167,182011","185,9750009","188,5762903","190,8409019","193,8592222","199,3949852","210,3106459","213,414513","216,8529182","223,0494674","236,4472759","245,5688734","250,7629084","257,6085458","267,4722024","274,0104009","283,1466661","294,2806466","299,4666796","308,0616641","311,3193121","316,7525031","330,2126569","339,4305536","348,3903262","359,0275198","370,0641304","370,0619101"
Mato Grosso do Sul,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,,"1,008103149","1,596167523","1,596167523","1,596167523","1,596167523","1,596167523","1,596167523","1,596167523","1,596167523","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","1,680176331","2,184242419","2,352263879","2,436274683","2,436274683","2,520285199","3,360398053"
Minas Gerais,2. Industrial,2.2 Metálicas,2.2.01 Ferro,"9309,66799","10412,23822","11223,53696","11843,99996","12397,09687","12691,24228","12917,25218","13301,69328","14126,57126","14561,75105","15003,54192","15302,90664","15769,59848","16350,22724","17204,00559","17546,76521","17919,13501","18313,58109","18724,49433","19056,06636","19249,29462","19374,67284","19718,51466","20589,37477","20992,88033","21438,82076","22230,74414","22826,65328","23194,77354","23493,90989","23965,15462","24307,78142","24472,43138","24734,60024","25290,06145","25627,52252","25584,64395"
Minas Gerais,2. Industrial,2.2 Metálicas,2.2.02 Manganês,"329,8433967","357,3251183","384,642129","396,2889321","403,242203","407,1793659","408,3512069","411,2000384","419,3278056","429,0493135","429,8875943","431,0608407","432,402706","435,5038234","441,288277","446,2331667","447,4069914","449,2506506","448,831115","449,9205276","449,8367333","450,3397437","452,8483047","521,1540548","493,8187625","491,3854226","503,2630127","507,6989018","517,4056102","522,1772455","524,6877257","526,6116912","528,4518447","530,0407693","531,2131218","532,1358826","532,3869192"
Minas Gerais,2. Industrial,2.2 Metálicas,2.2.03 Níquel,"99,60323563","104,6252925","108,3918828","111,991033","113,8324847","113,6650762","114,2509883","114,3346836","115,1717093","116,1761267","116,7620481","133,1600237","183,690391","214,1419435","230,8738829","234,8897301","235,8102555","237,2326183","237,9019218","240,5795962","241,5001163","241,7511433","243,4248607","243,8432112","247,2736131","249,4492791","256,228488","258,488042","259,2411267","259,6595073","260,4127726","262,6725741","262,6725733","263,2583198","263,5930371","264,0114527","263,5093313"
Minas Gerais,2. Industrial,2.2 Metálicas,2.2.05 Molibidênio,"359,1216541","366,8474654","372,9116739","374,489989","381,1357615","382,1326919","381,4681267","381,8004265","381,8834938","383,6280313","384,1264961","383,6281042","384,2095468","385,1233662","384,8741304","384,209557","385,3725938","385,1233545","385,2063869","385,5386776","385,8709734","385,7048084","385,3725298","384,6248756","384,5418314","385,2063904","386,4525016","387,2832204","387,2831793","387,6985639","387,8647167","388,1970307","388,4462022","389,6922375","389,609168","389,5260799","389,2768514"
Minas Gerais,2. Industrial,2.2 Metálicas,2.2.08 Cobre,"180,1304129","196,5821122","202,2767839","205,4282588","230,2968759","243,4081698","243,0728541","242,7310649","242,7278247","244,1945203","244,364607","245,6548324","246,0014729","263,9028674","265,7704901","267,6479315","369,1064901","416,1357399","423,2845298","428,4147198","431,2373119","431,0720927","446,6448812","450,8413009","459,4391052","520,8118337","619,359026","627,1722145","632,0216032","637,6460892","663,1245133","679,4207638","732,3772507","738,9617455","751,3469081","752,8794266","749,9895717"
Minas Gerais,2. Industrial,2.2 Metálicas,2.2.09 Alumínio,"1894,323468","2031,900845","2209,990277","2376,325809","2523,835797","2612,24853","2639,721385","2787,25288","3058,750274","3271,172521","3445,698095","3646,496544","3893,358304","4188,185777","4713,135247","4900,886964","4998,282839","5064,58755","5208,629869","5263,161852","5459,112008","5538,508722","5694,682307","5985,214468","6197,149889","6407,623302","7125,647241","7440,425351","7585,786307","7794,11632","7923,951698","8179,875355","8258,698242","8333,309391","8471,285875","8591,021194","8581,775204"
Minas Gerais,2. Industrial,2.2 Metálicas,2.2.10 Magnésio,,,,,,,,,,,,,"1,345967584","2,103075061","2,860188159","3,701422485","3,701422485","4,374407751","5,215638428","5,888623413","6,225115063","6,561606714","7,066341943","7,318709418","7,48695412","7,655200366","7,823446051","7,739321875","7,823444928","7,823444928","7,907568964","7,907568964","7,907568964","7,907568964","7,991692859","7,991692859","7,991692859"
Minas Gerais,2. Industrial,2.2 Metálicas,2.2.12 Níobio,"362,3774793","380,0833042","421,9023853","457,5666707","486,4020548","498,8803076","515,4056828","525,2702148","545,0832919","565,6553604","582,0961441","592,9719304","595,6698232","609,3281861","626,4429939","658,4812294","679,3904701","700,2996037","772,3009847","900,0336727","946,2353615","956,1841297","999,9416432","1027,258735","1099,090968","1163,2499","1282,713925","1449,473705","1473,92272","1488,592132","1500,22643","1680,635088","1743,189644","1779,187783","1817,123973","1837,611805","1834,154988"
Minas Gerais,2. Industrial,2.2 Metálicas,2.2.14 Ouro,"55,46325545","105,545837","120,109099","163,0535224","227,5536813","263,4912842","290,0811689","314,9040417","347,6336578","362,7785474","399,7261628","464,2795345","566,7337839","602,6701569","658,5500864","667,7235406","675,8870616","705,5906626","774,4518111","824,0337221","921,0219387","1005,39332","1158,293552","1264,755667","1376,023707","1468,711446","1543,46409","1604,16667","1692,039858","1915,344801","2125,683336","2160,116978","2180,908154","2204,061029","2293,567155","2399,066196","2401,67628"
Minas Gerais,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"1196,958717","1310,366109","1517,852442","1828,557122","2014,477912","2192,533758","2303,101927","2383,484064","2499,479158","2576,514095","2646,262559","2792,185811","2954,409406","3172,316995","3337,408675","3437,754776","3498,566272","3610,783311","3699,913849","3778,04329","3860,070698","3941,809867","4074,336011","4269,475974","4419,10148","4691,756701","5189,468288","5526,386977","5724,401961","5897,288169","6102,348591","6347,012352","6558,176916","6624,158573","6767,179918","6920,600203","6850,319064"
Minas Gerais,2. Industrial,2.3 Não Metálicas,2.3.03 Fósforo,"928,7804574","962,3781362","1025,956133","1124,311403","1183,762892","1226,542561","1282,124428","1310,841575","1339,474296","1393,200604","1462,332523","1491,804257","1517,067251","1557,572782","1669,737156","1736,344756","1751,250298","1789,651999","1823,672041","1890,365804","1923,207603","1951,333537","2021,311021","2114,784995","2149,480399","2179,71287","2217,101309","2272,845466","2326,316774","2383,829481","2424,920436","2470,643253","2500,622865","2557,042806","2630,216618","2682,758647","2676,779221"
Minas Gerais,2. Industrial,2.3 Não Metálicas,2.3.04 Gráfita,"52,36184861","82,73916053","102,5898857","113,3104714","151,2710814","160,1324337","166,849916","172,2764017","190,5914344","193,3258429","200,3874242","214,4049849","233,9190221","240,7085596","247,6797646","254,54108","263,616176","270,8295064","283,9700132","295,5601747","313,0013633","325,2005038","338,5172031","369,9698597","383,1201444","391,6265287","411,295456","429,1673627","448,7518206","462,3194813","481,7377365","489,1273268","498,6654175","512,4141517","523,7543528","534,9271882","536,1357757"
Minas Gerais,2. Industrial,2.3 Não Metálicas,2.3.05 Silício,"4,251194366","4,251194366","4,251194366","4,251194366","3,667695703","3,751051947","3,751051947","4,417904584","4,334548193","4,334548193","4,334548193","4,334548193","9,08588692","9,33596933","8,335691266","9,002537445","9,752735785","13,0035976","14,00387551","13,83716438","13,83716438","14,17059747","14,08724093","15,67104984","16,42125405","16,42125405","16,83803511","17,17145646","17,17145646","17,25481602","17,25481602","17,25481602","17,33817195","17,4215303","17,4215303","17,4215303","17,17146203"
Minas Gerais,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"956,8440485","1092,59442","1194,294457","1302,512902","1450,313979","1543,692707","1625,158708","1735,04579","1854,747753","1935,642266","2031,692648","2137,308403","2283,546608","2438,716973","2642,718887","2759,88342","2918,156076","3059,150807","3228,076396","3380,220497","3459,916128","3544,687013","3697,580565","3845,480903","3970,467099","4046,810394","4188,731203","4340,893708","4449,078173","4518,587511","4598,281416","4654,953243","4771,379629","4820,412015","4994,843936","5059,682307","5038,31469"
Minas Gerais,2. Industrial,2.4 Não Identificado,Não Identificado,"95,58208343","100,9582969","107,3551583","112,6602939","116,9597469","120,9221436","123,2855451","131,1180943","139,7091737","145,1791727","154,4415682","160,4214661","168,2634703","183,099137","193,8912704","202,1598835","228,2235308","254,2012139","265,4147481","268,6983682","271,9813441","273,0752194","275,1828408","279,6523005","288,9272255","305,626165","318,7780994","328,9795167","335,8949803","342,9808305","347,8732571","350,235343","351,5822449","353,0117814","353,5176286","354,360624","353,2646496"
Minas Gerais,2. Industrial,2.4 Não Identificado,Não Identificado,"352,8716086","465,0394515","538,2298344","601,2914511","701,4719511","815,6292518","901,732647","991,3964603","1061,375826","1150,806595","1259,930298","1321,920834","1397,391771","1478,053214","1608,207406","1689,916878","1782,227092","1920,779896","2106,927052","2275,318085","2434,373963","2537,224423","2638,55456","2758,176918","2878,358193","3047,246687","3300,470884","3392,639931","3562,141742","3693,831762","3864,961336","4253,715185","4397,07592","4747,317619","5154,317549","5364,172367","5363,819228"
Minas Gerais,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"74,12498826","76,90605548","85,26769839","93,72048565","101,5191885","110,1237938","120,5163286","125,6673213","129,3819213","133,7744589","145,698485","156,9846976","167,0549433","176,8499147","187,5458216","199,9548574","209,4686013","214,0353961","226,7974828","235,06346","244,073474","252,9239794","261,2714981","267,7688756","273,1813588","282,790193","294,7745425","309,9210858","318,4050642","329,4798331","336,8250765","347,7996805","360,5831134","368,9603119","374,4598288","375,8721857","375,9559375"
Minas Gerais,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.01 Pedras preciosas,"79,094505","82,63339688","84,05558352","85,73381776","85,73590929","85,90372936","86,82463395","91,1040284","93,12390518","97,42055837","99,7742996","102,0398383","103,6404059","108,1903749","117,6289826","121,1562053","123,2539662","128,9570173","129,3765737","129,2926614","129,544399","129,208747","129,796116","130,1317629","130,8869715","131,2226168","131,8099868","132,0617164","132,3176344","133,8280346","134,9188975","134,9210151","136,2644756","136,9345401","137,8575672","138,023298","138,0224364"
Minas Gerais,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.02 Rochas Ornamentais,"36,84185811","63,87758687","81,87023933","93,84784495","105,7788539","136,8614697","141,6354674","150,5674927","153,5269865","159,866669","166,3288047","169,4645928","174,322061","182,3013134","187,0392075","192,7503504","197,2298474","201,6102569","211,1884839","220,0340357","227,7011872","233,288965","244,211183","262,9006471","283,4634573","288,2193101","300,2735829","308,7160714","321,78837","331,4023893","340,2799633","344,4120474","346,5023434","351,0227699","355,0731121","355,9283193","355,9347725"
Pará,2. Industrial,2.2 Metálicas,2.2.01 Ferro,"2537,988017","2749,451716","2961,674614","3036,43668","3117,255076","3162,335164","3280,319972","3363,897746","3442,94178","3719,156282","3776,770931","3921,405802","4032,993194","4126,434909","4158,091825","4266,213177","4338,947494","4397,099019","4487,25582","4568,073743","4863,151096","4995,79266","5261,240633","5714,528769","5902,629568","6053,366468","6277,791064","6548,748415","7352,953738","7602,660225","7971,361393","8220,998372","8275,414531","8397,512903","8640,97811","8791,292477","8786,767327"
Pará,2. Industrial,2.2 Metálicas,2.2.02 Manganês,"127,8457029","110,1542121","130,514305","188,3166628","238,029701","260,3528126","269,6013316","326,4643294","365,3306946","392,9893299","459,9374183","476,9208893","515,593692","549,3790299","493,7238673","617,6640839","681,139203","655,5332809","647,4447765","713,9466248","755,6512846","802,5182414","888,0487777","954,9120322","1032,176319","990,6610417","1081,0809","993,0628105","1089,270165","1112,209178","1063,494138","1207,997029","1346,285648","1434,35059","1635,91152","1741,295918","1792,067777"
Pará,2. Industrial,2.2 Metálicas,2.2.03 Níquel,"9,586372839","57,71221151","76,67880121","100,6085222","168,6751784","212,191488","227,7900165","232,4005486","231,0933442","219,1288151","225,6873226","216,4716496","200,6125413","202,3183971","196,7431784","192,3143447","191,822725","205,8588579","206,1277086","207,5523554","260,5965179","302,8981783","566,9992919","674,5636809","690,1090416","705,4867009","716,4127547","734,0866275","784,7085687","855,1560902","893,0932569","901,0056167","895,9377414","872,5764447","847,5262528","848,1476919","857,2964791"
Pará,2. Industrial,2.2 Metálicas,2.2.07 Cromo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,9779687561","3,556255017","6,757041742","6,490322626","5,423391614"
Pará,2. Industrial,2.2 Metálicas,2.2.08 Cobre,"37,52623832","60,36833064","81,16345612","81,43002012","85,78270104","90,31414406","90,31394147","90,58059225","91,11431707","91,02547057","90,84766068","91,20337773","91,38137555","91,02576087","91,11491132","92,53701184","93,86992814","408,3089615","750,5601977","991,341869","1271,30587","1411,687958","1495,119661","1870,053882","2345,493957","2432,050827","2404,939352","2473,977732","2914,706956","3357,955421","3281,073889","3498,033237","3703,817672","3608,20216","3973,285802","3815,467812","3757,800853"
Pará,2. Industrial,2.2 Metálicas,2.2.09 Alumínio,"1686,810308","1790,292416","1901,011308","2052,655808","2156,125416","2362,311372","2815,79889","3038,652777","3051,879669","3250,533023","3471,734023","3588,492608","4167,148471","4114,118562","4140,731491","5313,653888","5997,210108","6529,953977","7222,578174","7808,579398","8654,04361","9446,608796","10564,20774","11150,65886","12561,08743","13574,68221","14829,85147","16220,8697","17001,15429","17848,87113","19093,26559","19978,43594","21454,60451","22286,5909","23516,78618","25095,19968","24637,77464"
Pará,2. Industrial,2.2 Metálicas,2.2.13 Estanho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,069578558","5,258772754","10,42840901","12,21104539","13,54802172","14,88499811","15,50891778","14,61760204"
Pará,2. Industrial,2.2 Metálicas,2.2.14 Ouro,,,"0,8866566467","0,8866566467","0,8866566467","0,8866566467","1,063987805","1,241319019","1,241319019","1,241319019","1,241319019","2,216642175","2,748636505","2,748636505","2,65997074","2,65997074","2,65997074","2,65997074","2,65997074","2,65997074","2,65997074","2,65997074","7,536591589","15,07317571","15,69383448","15,60516855","15,33917259","15,33917259","15,25050677","16,13966165","16,13966154","17,02766519","20,226367","20,75932178","20,40389119","21,02551183","21,02551198"
Pará,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"58,81047893","62,73377075","87,0908779","106,3935182","134,0890876","150,154141","267,8184174","293,3846113","308,1191863","300,161529","314,7185395","353,8195453","380,7484666","434,7573063","437,1731797","461,7466307","496,7707052","542,5055581","577,1468613","685,0367954","777,3871609","840,4708848","874,9259114","955,5028241","1060,656144","1186,6403","1340,92338","1382,62051","1445,967943","1502,516122","1558,64308","1604,756953","1631,652664","1695,611439","1730,367929","1767,3579","1790,858653"
Pará,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"154,7437569","149,4115475","160,7375187","169,7386742","173,749951","171,2557911","169,3848078","171,1676884","169,20634","176,8973603","182,7010441","174,6709057","186,6297287","192,2571578","194,7697722","208,5331221","210,2256098","222,8905263","264,8784995","270,053258","282,8936171","303,3494834","306,2675786","322,8634853","331,9585411","354,4179313","414,8007389","465,0937632","444,0460633","472,1350807","485,3700515","471,1227654","480,4049098","473,2881466","467,147653","484,4744885","485,2757066"
Pará,2. Industrial,2.4 Não Identificado,Não Identificado,,,,,,,,"4,180387616","4,180387616","4,180387616","4,980886017","4,891941718","5,514551941","6,581885223","11,47383057","13,60849817","17,16628556","21,34668183","25,26025104","28,46226377","37,17886623","40,64770803","46,42907362","51,58786186","53,27780345","53,36674888","53,45569238","53,01097461","53,36674955","53,01097424","52,74414055","57,28033195","57,10244594","57,63611336","58,97028051","59,32605908","59,68183323"
Pará,2. Industrial,2.4 Não Identificado,Não Identificado,,,,,,,,,,,,,,,,,,,,,"0,5341367737","0,5341367737","1,513385297","2,937749689","3,204818146","4,807223712","5,875493628","6,765718604","6,943763904","6,854741425","7,03278653","7,032786987","7,299855157","7,299854889","7,210832373","7,299855267","7,566922852"
Pará,1. Garimpo,1.1 Metálicas,1.1.02 Estanho,"1046,155431","973,0470664","1213,497195","1388,533189","1411,992002","1465,190388","1597,855453","1617,046318","1648,254948","1629,325946","1638,488228","1662,11997","1670,207233","1728,693291","1693,680465","1750,543655","1774,095088","1789,016769","1811,674301","1831,406944","1841,450215","1870,149534","1903,559639","1938,644771","1968,221231","2006,343487","2229,774242","2628,493524","3245,621629","3853,054278","4235,347789","4480,431421","4973,297257","5431,896245","6624,420898","7832,975769","8690,841392"
Pará,1. Garimpo,1.1 Metálicas,1.1.01 Ouro,"7507,276811","9305,233777","13513,81095","17937,0628","21916,26589","23587,5148","24195,98763","26443,14975","27602,16684","28016,89299","28439,21962","27028,61151","27044,80499","27322,0098","27048,27013","28783,75793","28184,03203","28277,20936","28279,32193","28207,34202","27676,43171","27295,63705","26915,02179","27619,68755","28212,25493","29536,1051","31418,56237","35199,53765","39926,95988","44137,99242","49314,3028","56960,76192","65129,988","72202,34672","80054,53785","87502,73676","100004,376"
Pará,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"362,7971445","458,2279556","636,4091536","818,8754877","1080,435742","1243,573172","1491,028241","1645,978852","1700,002597","1723,785136","1779,032251","1780,452205","1923,427854","1971,269376","1993,269499","2188,204455","2357,160302","2495,533935","2598,376587","2780,902631","2951,11813","3124,762961","3189,981704","3281,01063","3350,325402","3377,501947","3487,752619","3559,441024","3629,698899","3735,767421","3881,803801","4023,36159","4123,662277","4228,503089","4380,144673","4459,027438","4477,410225"
Pará,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.01 Pedras preciosas,"23,94183325","31,47578752","39,98737051","55,32517706","59,66945358","52,04501465","52,31112446","56,0347255","56,83236685","50,27128854","51,7788151","48,94026295","50,80032193","50,80034427","51,59827094","61,43980518","60,1098182","61,43986431","70,13062758","71,46010437","73,14398499","93,80303538","109,4079189","110,8262521","103,8215542","98,76755101","95,13238635","92,38377014","85,64498616","75,62593272","77,13841956","72,52253585","72,61106258","104,0828132","143,4493552","204,3460819","294,8361718"
Pará,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.02 Rochas Ornamentais,"1,422723157",,,,,,,"2,490093683","4,268734076","9,870970203","13,5171142","17,34107157","18,31926632","18,14140272","17,9635164","23,14241746","23,58702338","25,81001379","47,59547545","67,33667089","75,51731141","77,02811895","80,22925674","85,65425645","94,90246449","105,5723466","111,1744073","120,0664445","143,0086157","149,1592191","158,8574897","168,0179131","175,4904054","176,5574704","307,0059622","309,3178135","310,0296176"
Paraíba,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"42,37353093","68,17004221","90,42060358","96,4486233","110,2777076","112,7598568","114,2668733","116,3057807","120,4722649","123,3090067","126,766307","128,7165744","129,3371109","132,1738586","141,7478694","146,8008374","151,0559615","155,2224341","162,5802612","167,8105111","172,5088804","176,0547956","176,7639785","178,8915285","180,7531395","183,1466422","185,9833554","191,2135419","208,9446759","236,0738562","251,1455943","259,833817","270,5611041","279,5153494","289,7996048","292,6366388","292,9025939"
Paraíba,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.02 Rochas Ornamentais,"3,818669171","3,729855646","3,729855646","3,818669263","3,818669263","3,907482739","8,436974542","8,703401593","8,614588068","8,881015546","8,792202258","8,792202258","8,703388495","8,703388495","8,79218902","8,79218902","8,79218902","8,881002545","8,881002545","8,881002783","8,881002783","8,79218902","8,79218902","8,79218902","8,79218902","8,79218902","8,79218902","8,880989783","8,880989783","8,880989783","8,969790356","8,79218902","8,79218902","8,79218902","8,79218902","8,79218902","8,79218902"
Paraná,2. Industrial,2.2 Metálicas,2.2.14 Ouro,"31,25545866","53,41920874","55,61116304","58,20907541","67,78903394","70,71166199","72,17295829","72,0917799","72,33531157","72,8224311","73,87778381","74,68958216","74,77076176","74,68957273","75,58267774","76,55686534","75,74498356","76,88174168","77,04410909","77,36885109","77,53124329","77,45007468","77,3688949","77,45008323","77,36889979","77,53128448","78,09964173","78,83037076","78,83038315","79,47991007","83,13345804","85,16321996","85,650321","86,38097133","86,46215618","86,29976399","86,38095023"
Paraná,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"20,71217117","33,32775492","47,79302853","60,55725508","66,45200421","73,55620457","75,98371223","86,23810895","90,52234079","94,80935112","106,535479","130,0564664","168,9363234","224,3975861","234,5071413","243,1585167","263,1392696","290,3876663","309,1550144","321,9500645","336,7666006","360,3983502","374,2274403","399,3678265","419,26631","453,4684946","469,7990274","490,7438903","513,3809147","530,2822591","553,4030855","573,2966997","586,738612","606,2552376","619,6921555","637,6671597","639,1218197"
Paraná,2. Industrial,2.3 Não Metálicas,2.3.02 Fluor,,"0,8137579529","21,64595381","30,27185671","33,03867871","34,25935331","35,48003311","36,04967348","37,514471","39,46755042","40,36271738","41,58337041","42,07163952","43,61780674","44,67571177","44,91983969","44,91983969","44,91984848","44,91984848","49,72114461","51,67423179","52,24387303","52,97627525","53,38316586","53,54592114","54,52244593","54,44106312","54,60382236","54,92933862","55,17347171","55,82448802","55,90586307","56,71964155","61,27678254","63,39260154","63,71811054","63,55536181"
Paraná,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"687,8767749","782,622161","841,6814443","919,640237","1010,751786","1077,566265","1145,459817","1214,781811","1278,014544","1323,902906","1369,299858","1435,341064","1523,743808","1631,315337","1738,161502","1801,380953","1876,363344","1931,670871","2009,900926","2082,699528","2128,611765","2169,149077","2210,043958","2290,227124","2363,417949","2438,894005","2515,377297","2593,280128","2705,281213","2793,837263","2872,086856","2928,719458","2985,734104","3040,666473","3142,914263","3195,68616","3200,061741"
